"Index Name","Date","Open","High","Low","Close"
"NIFTY BANK","08 Feb 2024","45973.85","46181.20","44893.75","45012.00"
"NIFTY BANK","07 Feb 2024","45944.60","46062.85","45620.50","45818.50"
"NIFTY BANK","06 Feb 2024","45891.20","45932.15","45527.00","45690.80"
"NIFTY BANK","05 Feb 2024","45962.25","46048.60","45615.10","45825.55"
"NIFTY BANK","02 Feb 2024","46568.20","46892.35","45901.25","45970.95"
"NIFTY BANK","01 Feb 2024","46164.90","46306.90","45668.35","46188.65"
"NIFTY BANK","31 Jan 2024","45295.65","46179.75","45071.20","45996.80"
"NIFTY BANK","30 Jan 2024","45481.50","45678.70","45206.05","45367.75"
"NIFTY BANK","29 Jan 2024","45171.50","45660.35","45110.90","45442.35"
"NIFTY BANK","25 Jan 2024","45057.95","45139.05","44429.00","44866.15"
"NIFTY BANK","24 Jan 2024","44489.40","45485.50","44489.40","45082.40"
"NIFTY BANK","23 Jan 2024","46495.45","46580.30","44886.10","45015.05"
"NIFTY BANK","20 Jan 2024","45989.25","46183.70","45640.90","46058.20"
"NIFTY BANK","19 Jan 2024","46103.50","46249.85","45558.05","45701.15"
"NIFTY BANK","18 Jan 2024","45492.75","46184.05","45430.70","45713.55"
"NIFTY BANK","17 Jan 2024","46573.95","47212.75","45979.60","46064.45"
"NIFTY BANK","16 Jan 2024","48109.95","48305.40","48002.85","48125.10"
"NIFTY BANK","15 Jan 2024","47891.05","48248.05","47825.40","48158.30"
"NIFTY BANK","12 Jan 2024","47572.70","47873.70","47408.50","47709.80"
"NIFTY BANK","11 Jan 2024","47538.60","47662.10","47237.00","47438.35"
"NIFTY BANK","10 Jan 2024","47073.85","47423.45","47010.80","47360.85"
"NIFTY BANK","09 Jan 2024","47705.40","47939.30","47156.05","47242.65"
"NIFTY BANK","08 Jan 2024","48096.65","48154.50","47387.35","47450.25"
"NIFTY BANK","05 Jan 2024","48245.55","48381.95","47822.85","48159.00"
"NIFTY BANK","04 Jan 2024","47805.40","48281.20","47738.15","48195.85"
"NIFTY BANK","03 Jan 2024","47796.30","47798.75","47481.35","47704.95"
"NIFTY BANK","02 Jan 2024","48194.80","48223.55","47689.80","47761.65"
"NIFTY BANK","01 Jan 2024","48203.45","48450.00","48044.15","48234.30"
"NIFTY BANK","29 Dec 2023","48374.85","48477.70","48091.85","48292.25"
"NIFTY BANK","28 Dec 2023","48479.05","48636.45","48343.15","48508.55"
"NIFTY BANK","27 Dec 2023","47818.50","48347.65","47806.70","48282.20"
"NIFTY BANK","26 Dec 2023","47576.40","47838.45","47411.65","47724.85"
"NIFTY BANK","22 Dec 2023","47837.75","48071.40","47415.85","47491.85"
"NIFTY BANK","21 Dec 2023","47172.45","47932.40","46919.70","47840.15"
"NIFTY BANK","20 Dec 2023","48085.35","48166.15","47202.65","47445.30"
"NIFTY BANK","19 Dec 2023","47940.40","48017.00","47646.05","47870.90"
"NIFTY BANK","18 Dec 2023","48068.50","48076.60","47806.70","47867.70"
"NIFTY BANK","15 Dec 2023","47939.90","48219.95","47632.85","48143.55"
"NIFTY BANK","14 Dec 2023","47567.65","47943.60","47510.85","47732.30"
"NIFTY BANK","13 Dec 2023","47190.75","47201.95","46886.90","47092.25"
"NIFTY BANK","12 Dec 2023","47421.70","47454.00","47004.05","47097.55"
"NIFTY BANK","11 Dec 2023","47233.30","47588.00","47186.60","47314.25"
"NIFTY BANK","08 Dec 2023","46797.20","47303.65","46793.90","47262.00"
"NIFTY BANK","07 Dec 2023","46735.40","46927.70","46507.15","46841.40"
"NIFTY BANK","06 Dec 2023","47256.75","47259.85","46750.20","46834.55"
"NIFTY BANK","05 Dec 2023","46895.90","47230.55","46653.65","47012.25"
"NIFTY BANK","04 Dec 2023","45671.50","46484.45","45484.20","46431.40"
"NIFTY BANK","01 Dec 2023","44580.15","44951.10","44531.75","44814.20"
"NIFTY BANK","30 Nov 2023","44711.20","44764.80","44254.60","44481.75"
"NIFTY BANK","29 Nov 2023","44081.75","44630.35","44003.45","44566.45"
"NIFTY BANK","28 Nov 2023","43851.55","43960.30","43739.80","43880.95"
"NIFTY BANK","24 Nov 2023","43607.35","43806.50","43566.15","43769.10"
"NIFTY BANK","23 Nov 2023","43452.75","43649.65","43451.35","43577.50"
"NIFTY BANK","22 Nov 2023","43663.60","43692.50","43230.95","43449.60"
"NIFTY BANK","21 Nov 2023","43790.95","43790.95","43586.45","43689.15"
"NIFTY BANK","20 Nov 2023","43591.50","43724.00","43450.05","43584.95"
"NIFTY BANK","17 Nov 2023","43656.25","43872.85","43513.85","43583.95"
"NIFTY BANK","16 Nov 2023","44251.70","44420.95","44064.15","44161.55"
"NIFTY BANK","15 Nov 2023","44398.45","44408.55","44164.55","44201.70"
"NIFTY BANK","13 Nov 2023","43915.10","43970.75","43681.40","43891.25"
"NIFTY BANK","12 Nov 2023","44054.50","44056.00","43916.60","43996.65"
"NIFTY BANK","10 Nov 2023","43543.25","43908.70","43504.95","43820.10"
"NIFTY BANK","09 Nov 2023","43626.10","43876.75","43542.65","43683.60"
"NIFTY BANK","08 Nov 2023","43791.80","43797.55","43547.75","43658.65"
"NIFTY BANK","07 Nov 2023","43598.85","43799.35","43283.85","43737.90"
"NIFTY BANK","06 Nov 2023","43627.75","43648.70","43415.20","43619.40"
"NIFTY BANK","03 Nov 2023","43318.30","43416.10","43221.00","43318.25"
"NIFTY BANK","02 Nov 2023","43018.70","43271.50","42796.45","43017.20"
"NIFTY BANK","01 Nov 2023","42694.25","42815.15","42589.65","42700.95"
"NIFTY BANK","31 Oct 2023","43356.85","43356.85","42797.15","42845.95"
"NIFTY BANK","30 Oct 2023","42721.40","43112.50","42390.50","43039.15"
"NIFTY BANK","27 Oct 2023","42555.60","42840.15","42482.75","42782.00"
"NIFTY BANK","26 Oct 2023","42708.40","42716.20","42105.40","42280.15"
"NIFTY BANK","25 Oct 2023","43308.30","43397.45","42758.40","42832.00"
"NIFTY BANK","23 Oct 2023","43822.70","43831.30","43029.45","43151.20"
"NIFTY BANK","20 Oct 2023","43584.25","43877.50","43567.45","43723.05"
"NIFTY BANK","19 Oct 2023","43616.75","44058.80","43558.10","43754.50"
"NIFTY BANK","18 Oct 2023","44404.20","44412.50","43861.45","43888.70"
"NIFTY BANK","17 Oct 2023","44589.80","44589.85","44336.95","44409.50"
"NIFTY BANK","16 Oct 2023","44204.75","44356.95","44044.40","44225.90"
"NIFTY BANK","13 Oct 2023","44322.05","44563.05","44203.70","44287.95"
"NIFTY BANK","12 Oct 2023","44571.55","44693.05","44530.05","44599.20"
"NIFTY BANK","11 Oct 2023","44554.90","44710.55","44411.40","44516.90"
"NIFTY BANK","10 Oct 2023","44027.55","44487.25","44004.55","44360.15"
"NIFTY BANK","09 Oct 2023","44057.80","44113.20","43796.75","43886.50"
"NIFTY BANK","06 Oct 2023","44395.40","44500.70","44242.95","44360.60"
"NIFTY BANK","05 Oct 2023","44181.35","44391.85","44108.30","44213.35"
"NIFTY BANK","04 Oct 2023","44108.15","44161.35","43857.50","43964.05"
"NIFTY BANK","03 Oct 2023","44561.50","44566.30","44243.10","44399.05"
"NIFTY BANK","29 Sep 2023","44445.35","44755.05","44344.90","44584.55"
"NIFTY BANK","28 Sep 2023","44700.35","44756.80","44248.20","44300.95"
"NIFTY BANK","27 Sep 2023","44465.90","44668.00","44182.50","44588.30"
"NIFTY BANK","26 Sep 2023","44722.50","44773.80","44532.45","44624.20"
"NIFTY BANK","25 Sep 2023","44615.00","44936.55","44400.90","44766.10"
"NIFTY BANK","22 Sep 2023","44707.35","44996.75","44548.90","44612.05"
"NIFTY BANK","21 Sep 2023","45179.60","45276.80","44592.45","44623.85"
"NIFTY BANK","20 Sep 2023","45493.70","45745.15","45276.40","45384.60"
"NIFTY BANK","18 Sep 2023","46100.95","46252.95","45906.90","45979.85"
"NIFTY BANK","15 Sep 2023","46122.15","46310.40","46028.75","46231.50"
"NIFTY BANK","14 Sep 2023","46013.30","46153.90","45801.50","46000.85"
"NIFTY BANK","13 Sep 2023","45449.35","45990.50","45299.40","45909.45"
"NIFTY BANK","12 Sep 2023","45893.80","45893.80","45322.55","45511.35"
"NIFTY BANK","11 Sep 2023","45340.80","45636.20","45231.30","45570.70"
"NIFTY BANK","08 Sep 2023","44953.65","45383.35","44812.15","45156.40"
"NIFTY BANK","07 Sep 2023","44418.05","44915.55","44341.20","44878.35"
"NIFTY BANK","06 Sep 2023","44494.65","44577.00","44207.25","44409.10"
"NIFTY BANK","05 Sep 2023","44625.05","44668.70","44401.70","44532.15"
"NIFTY BANK","04 Sep 2023","44647.65","44656.05","44310.95","44578.30"
"NIFTY BANK","01 Sep 2023","43996.10","44568.55","43830.75","44436.10"
"NIFTY BANK","31 Aug 2023","44265.85","44399.65","43895.05","43989.15"
"NIFTY BANK","30 Aug 2023","44706.55","44779.65","44149.80","44232.60"
"NIFTY BANK","29 Aug 2023","44655.75","44673.00","44429.80","44495.25"
"NIFTY BANK","28 Aug 2023","44253.65","44610.40","44201.45","44494.65"
"NIFTY BANK","25 Aug 2023","44276.20","44359.10","43983.75","44231.45"
"NIFTY BANK","24 Aug 2023","44704.20","44949.90","44433.75","44496.20"
"NIFTY BANK","23 Aug 2023","44064.50","44521.65","43952.05","44479.05"
"NIFTY BANK","22 Aug 2023","44125.00","44151.30","43938.70","43993.25"
"NIFTY BANK","21 Aug 2023","43952.85","44113.80","43862.00","44002.00"
"NIFTY BANK","18 Aug 2023","43724.75","43957.65","43672.45","43851.05"
"NIFTY BANK","17 Aug 2023","43897.25","44071.85","43745.10","43891.35"
"NIFTY BANK","16 Aug 2023","43726.25","44002.80","43600.35","43946.40"
"NIFTY BANK","14 Aug 2023","44066.60","44212.75","43776.90","44090.95"
"NIFTY BANK","11 Aug 2023","44568.15","44571.25","44120.90","44199.10"
"NIFTY BANK","10 Aug 2023","44797.65","44980.35","44418.40","44541.80"
"NIFTY BANK","09 Aug 2023","44973.45","44975.00","44533.75","44880.70"
"NIFTY BANK","08 Aug 2023","44888.95","45096.85","44817.85","44964.45"
"NIFTY BANK","07 Aug 2023","44993.70","45011.35","44773.85","44837.50"
"NIFTY BANK","04 Aug 2023","44754.75","45118.05","44520.55","44879.50"
"NIFTY BANK","03 Aug 2023","44862.85","45038.45","44279.40","44513.45"
"NIFTY BANK","02 Aug 2023","45234.65","45404.90","44720.90","44995.70"
"NIFTY BANK","01 Aug 2023","45740.00","45782.75","45471.05","45592.50"
"NIFTY BANK","31 Jul 2023","45546.35","45694.90","45359.75","45651.10"
"NIFTY BANK","28 Jul 2023","45560.90","45727.75","45238.80","45468.10"
"NIFTY BANK","27 Jul 2023","46285.85","46310.10","45570.65","45679.30"
"NIFTY BANK","26 Jul 2023","45935.15","46096.60","45804.70","46062.35"
"NIFTY BANK","25 Jul 2023","46154.70","46156.10","45622.85","45845.00"
"NIFTY BANK","24 Jul 2023","46131.90","46191.50","45858.75","45923.05"
"NIFTY BANK","21 Jul 2023","46063.95","46369.50","45925.90","46075.20"
"NIFTY BANK","20 Jul 2023","45689.05","46256.20","45640.95","46186.90"
"NIFTY BANK","19 Jul 2023","45622.50","45707.40","45433.00","45669.30"
"NIFTY BANK","18 Jul 2023","45754.80","45905.85","45281.30","45410.85"
"NIFTY BANK","17 Jul 2023","44951.20","45556.45","44695.05","45449.75"
"NIFTY BANK","14 Jul 2023","44860.65","44923.85","44547.80","44819.30"
"NIFTY BANK","13 Jul 2023","45009.30","45085.15","44612.20","44665.05"
"NIFTY BANK","12 Jul 2023","44872.60","44937.25","44562.40","44639.45"
"NIFTY BANK","11 Jul 2023","44998.00","45139.55","44663.05","44745.05"
"NIFTY BANK","10 Jul 2023","44958.65","45184.30","44721.90","44860.85"
"NIFTY BANK","07 Jul 2023","45118.05","45227.25","44844.80","44925.00"
"NIFTY BANK","06 Jul 2023","45060.55","45417.50","45042.60","45339.90"
"NIFTY BANK","05 Jul 2023","45169.70","45418.90","45073.40","45151.80"
"NIFTY BANK","04 Jul 2023","45310.55","45655.50","45000.25","45301.45"
"NIFTY BANK","03 Jul 2023","44957.95","45353.20","44882.10","45158.10"
